event_id,date,city,zone,raw_text,trigger_label,confidence,is_disruption,mm_rainfall,window_start,window_end
EVT007688,2025-07-02,Kolkata,Behala,"morning run cloudy sky, no flooding reported in the area around 12:00 very hot, still not enough to disrupt the shift",normal,0.92,0,1.36,12:00,13:00
EVT006032,2025-09-09,Chennai,Velachery,"morning run bandh rumours are false, shops are open for this slot",normal,0.92,0,0.02,06:00,07:00
EVT015263,2025-10-30,Bengaluru,Koramangala,bengaluru shutdown update some stores stayed open but transport is choked by shutdown activity this is more than normal traffic,bandh,0.76,1,0.0,00:00,01:00
EVT006091,2025-10-23,Bengaluru,HSR Layout,"HSR Layout side only a light drizzle, nothing serious for deliveries right now minor slowdown only",normal,0.92,0,0.64,12:00,13:00
EVT006239,2025-09-02,Chennai,Urapakkam,"Urapakkam side traffic is moderate, weather is okay right now",normal,0.92,0,0.29,00:00,01:00
EVT007351,2025-12-13,Mumbai,Chembur,"delivery status cloudy sky, no flooding reported in the area right now",normal,0.92,0,1.8,06:00,07:00
EVT007831,2025-11-24,Chennai,Guduvanchery,"morning run cloudy sky, no flooding reported in the area right now",normal,0.92,0,1.56,00:00,01:00
EVT000761,2025-07-27,Mumbai,Chembur,"mumbai ops update heat is there but still manageable on bike at the moment #riderlife very hot, still not enough to disrupt the shift",normal,0.92,0,0.77,18:00,19:00
EVT006255,2025-12-30,Kolkata,Park Street,delivery status roads are moving fine and orders are normal at the moment minor slowdown only,normal,0.92,0,0.46,12:00,13:00
EVT001907,2025-09-05,Bengaluru,Koramangala,"Koramangala side cloudy sky, no flooding reported in the area around 0:00 heard rain in another bengaluru area but not here",normal,0.92,0,1.77,00:00,01:00
EVT012235,2025-07-19,Mumbai,Chembur,mumbai ops update people keep saying rain issue but this pocket is functioning for this slot Mumbai warning looked scary but this pocket is fine,normal,0.92,0,1.62,12:00,13:00
EVT012016,2025-10-02,Kolkata,Sealdah,evening shift some dark clouds but no disruption so far for this slot,normal,0.92,0,0.79,18:00,19:00
EVT012331,2025-08-08,Chennai,Kelambakkam,roads are moving fine and orders are normal right now minor slowdown only #delivery,normal,0.92,0,0.09,06:00,07:00
EVT003819,2025-09-03,Bengaluru,Rajajinagar,"Rajajinagar side cloudy sky, no flooding reported in the area right now",normal,0.92,0,2.37,06:00,07:00
EVT006270,2025-09-13,Chennai,T Nagar,"delivery status only a light drizzle, nothing serious for deliveries around 6:00",normal,0.92,0,0.09,06:00,07:00
EVT004301,2025-12-06,Kolkata,Salt Lake,roads are moving fine and orders are normal for this slot,normal,0.92,0,1.22,00:00,01:00
EVT005570,2025-08-25,Mumbai,Thane,"cloudy sky, no flooding reported in the area",normal,0.92,0,1.44,00:00,01:00
EVT014389,2025-10-22,Chennai,Velachery,chennai weather alert surface water is building and even short routes are stretching please avoid low-lying lanes,heavy_rain,0.86,1,55.13,18:00,19:00
EVT007942,2025-12-20,Mumbai,Vashi,evening shift heat is there but still manageable on bike right now,normal,0.92,0,1.78,00:00,01:00
EVT010786,2025-10-11,Chennai,Perambur,"evening shift cloudy sky, no flooding reported in the area for this slot very hot, still not enough to disrupt the shift",normal,0.92,0,2.3,12:00,13:00
EVT004165,2025-08-06,Bengaluru,Jayanagar,morning run humid weather but service is running smoothly at the moment #delivery,normal,0.92,0,1.98,00:00,01:00
EVT011224,2025-09-06,Kolkata,Tollygunge,"imd note traffic is moderate, weather is okay for this slot",normal,0.92,0,0.8,00:00,01:00
EVT005972,2025-12-19,Mumbai,Thane,"evening shift traffic is moderate, weather is okay around 18:00",normal,0.92,0,2.0,18:00,19:00
EVT003580,2025-10-08,Chennai,Siruseri,"morning run traffic is honestly moderate, weather is okay around 6:00 heard rain in another chennai area but not here very hot, still not enough to disrupt the shift",normal,0.92,0,1.4,06:00,07:00
EVT002833,2025-08-09,Chennai,Kelambakkam,"imd note cloudy sky, no flooding reported in the area at the moment",normal,0.92,0,0.78,06:00,07:00
EVT005450,2025-07-22,Kolkata,Howrah,delivery status humid weather but service is running smoothly right now #riderlife,normal,0.92,0,0.3,06:00,07:00
EVT003473,2025-07-16,Bengaluru,BTM Layout,"bengaluru ops update bandh rumours are false, shops are open for this slot",normal,0.92,0,1.46,06:00,07:00
EVT006328,2025-10-02,Kolkata,Esplanade,delivery status alert looked scary earlier but this stretch is clear now around 6:00 minor slowdown only,normal,0.92,0,0.18,06:00,07:00
EVT000138,2025-10-31,Kolkata,New Town,imd note alert looked scary earlier but this stretch is clear now for this slot,normal,0.92,0,0.83,18:00,19:00
EVT007044,2025-11-01,Bengaluru,Indiranagar,evening shift alert looked scary earlier but this stretch is clear now right now,normal,0.92,0,0.96,18:00,19:00
EVT004893,2025-10-15,Kolkata,Salt Lake,kolkata ops update people keep saying rain issue but this pocket is functioning at the moment heard rain in another kolkata area but not here,normal,0.92,0,2.15,00:00,01:00
EVT002181,2025-11-17,Kolkata,Esplanade,"imd note humid weather but service is running smoothly at the moment warning exists, ground reality here is mostly okay",normal,0.92,0,1.05,12:00,13:00
EVT010321,2025-09-25,Bengaluru,HSR Layout,morning run people keep saying rain issue but this pocket is functioning right now Bengaluru warning looked scary but this pocket is fine,normal,0.92,0,0.27,06:00,07:00
EVT007731,2025-09-13,Kolkata,New Town,"delivery status traffic is moderate, weather is okay",normal,0.92,0,1.7,18:00,19:00
EVT003178,2025-12-25,Kolkata,Park Street,"morning run only a light drizzle, nothing serious for deliveries at the moment very hot, still not enough to disrupt the shift",normal,0.92,0,1.06,18:00,19:00
EVT004855,2025-07-05,Chennai,Tambaram,evening shift alert looked scary earlier but this stretch is clear now Chennai warning looked scary but this pocket is fine,normal,0.92,0,1.05,00:00,01:00
EVT004638,2025-08-21,Mumbai,Ghatkopar,mumbai ops update humid weather but service is running smoothly for this slot,normal,0.92,0,0.95,12:00,13:00
EVT005116,2025-11-29,Kolkata,Tollygunge,evening shift some dark clouds but no disruption so far right now,normal,0.92,0,0.97,12:00,13:00
EVT014457,2025-12-30,Bengaluru,Electronic City,"hard to tell if this becomes severe, Electronic City getting hit badly not full disaster, but this has gone beyond a normal shower around Electronic City main road",heavy_rain,0.95,1,43.41,18:00,19:00
EVT007649,2025-11-29,Bengaluru,Koramangala,"delivery status only a light drizzle, nothing serious for deliveries around 0:00",normal,0.92,0,2.31,00:00,01:00
EVT004262,2025-08-06,Bengaluru,Jayanagar,"morning run traffic is moderate, weather is okay at the moment",normal,0.92,0,1.86,06:00,07:00
EVT012537,2025-11-10,Chennai,Siruseri,"delivery status bandh rumours are false, shops are open right now",normal,0.92,0,1.68,06:00,07:00
EVT001332,2025-12-23,Kolkata,Behala,imd note people keep saying rain issue but this pocket is functioning temperature is high though still workable,normal,0.92,0,1.37,12:00,13:00
EVT010210,2025-10-23,Chennai,Kathankulathur,"evening shift only a light drizzle, nothing serious for deliveries around 18:00 protest talk is floating around in Chennai but no hard road closure yet",normal,0.92,0,0.27,18:00,19:00
EVT012735,2025-07-20,Bengaluru,Jayanagar,delivery status humid weather but service is running smoothly around 0:00,normal,0.92,0,1.6,00:00,01:00
EVT010675,2025-07-15,Mumbai,Powai,"cloudy sky, no flooding reported in the area for this slot",normal,0.92,0,2.0,18:00,19:00
EVT007003,2025-09-10,Mumbai,Borivali,Borivali side alert looked scary earlier but this stretch is clear now #riderlife,normal,0.92,0,1.35,00:00,01:00
EVT009551,2025-12-20,Bengaluru,Marathahalli,"morning run traffic is moderate, weather is okay around 0:00 warning exists, ground reality here is mostly okay",normal,0.92,0,2.3,00:00,01:00
EVT006942,2025-10-06,Kolkata,Howrah,imd note roads are moving fine and orders are normal right now #riderlife protest talk is floating around in Kolkata but no hard road closure yet #delivery,normal,0.92,0,1.53,00:00,01:00
EVT008018,2025-07-18,Kolkata,Tollygunge,Tollygunge side roads are moving fine and orders are normal for this slot,normal,0.92,0,1.78,12:00,13:00
EVT006242,2025-12-12,Chennai,Chromepet,"morning run only a light drizzle, nothing serious for deliveries right now",normal,0.92,0,0.36,06:00,07:00
EVT009522,2025-08-23,Chennai,Guindy,"cloudy sky, no flooding reported in the area around 18:00 heard rain in another chennai area but not here",normal,0.92,0,1.86,18:00,19:00
EVT015493,2025-09-09,Bengaluru,BTM Layout,"imd summer alert air feels dry and harsh, riders are slowing down by 6 PM",heat_wave,0.83,1,0.0,18:00,19:00
EVT006882,2025-10-18,Chennai,Adyar,"morning run cloudy sky, no flooding reported in the area right now #delivery saw water in another chennai lane but here it is still rideable",normal,0.92,0,0.38,00:00,01:00
EVT013052,2025-07-19,Mumbai,Thane,imd note roads are moving fine and orders are normal at the moment protest talk is floating around in Mumbai but no hard road closure yet,normal,0.92,0,0.21,12:00,13:00
EVT010343,2025-11-01,Chennai,T Nagar,"evening shift only a light drizzle, nothing serious for deliveries right now very hot, still not enough to disrupt the shift",normal,0.92,0,1.31,12:00,13:00
EVT004531,2025-11-30,Mumbai,Ghatkopar,Ghatkopar side people keep saying rain issue but this pocket is functioning around 6:00 protest talk is floating around in Mumbai but no hard road closure yet,normal,0.92,0,0.08,06:00,07:00
EVT010315,2025-08-04,Bengaluru,Indiranagar,"imd note cloudy sky, no flooding reported in the area for this slot #chennai",normal,0.92,0,1.73,12:00,13:00
EVT004674,2025-11-23,Mumbai,Powai,"evening shift cloudy sky, no flooding reported in the area for this slot",normal,0.92,0,2.2,06:00,07:00
EVT012174,2025-11-22,Mumbai,Lower Parel,mumbai ops update roads are moving fine and orders are normal right now #delivery,normal,0.92,0,1.21,06:00,07:00
EVT006997,2025-11-28,Bengaluru,Koramangala,"morning run traffic is moderate, weather is okay",normal,0.92,0,0.71,00:00,01:00
EVT001253,2025-11-02,Mumbai,Borivali,imd note alert looked scary earlier but this stretch is clear now around 18:00,normal,0.92,0,1.91,18:00,19:00
EVT011471,2025-12-12,Chennai,Kathankulathur,evening shift heat is there but still manageable on bike at the moment,normal,0.92,0,1.04,06:00,07:00
EVT003375,2025-12-27,Kolkata,Park Street,"delivery status bandh rumours are false, shops are open at the moment #chennai",normal,0.92,0,1.63,18:00,19:00
EVT002815,2025-11-29,Bengaluru,Indiranagar,bengaluru ops update people keep saying rain issue but this pocket is functioning right now,normal,0.92,0,0.61,06:00,07:00
EVT004720,2025-07-03,Mumbai,Bandra,Bandra side roads are moving fine and orders are normal for this slot,normal,0.92,0,1.04,06:00,07:00
EVT006545,2025-08-07,Mumbai,Borivali,"morning run cloudy sky, no flooding reported in the area at the moment #delivery warning exists, ground reality here is mostly okay",normal,0.92,0,0.01,06:00,07:00
EVT010041,2025-08-25,Kolkata,Tollygunge,kolkata ops update some dark clouds but no disruption so far at the moment heard rain in another kolkata area but not here,normal,0.92,0,2.2,00:00,01:00
EVT004859,2025-10-06,Chennai,Kathankulathur,"Kathankulathur side traffic is moderate, weather is okay right now",normal,0.92,0,0.92,18:00,19:00
EVT007902,2025-08-03,Bengaluru,Indiranagar,humid weather but service is running smoothly at the moment heard rain in another bengaluru area but not here,normal,0.92,0,1.03,12:00,13:00
EVT011230,2025-12-06,Mumbai,Powai,"imd note cloudy sky, no flooding reported in the area right now",normal,0.92,0,0.71,00:00,01:00
EVT008581,2025-08-21,Kolkata,Tollygunge,"delivery status only a light drizzle, nothing serious for deliveries #chennai protest talk is floating around in Kolkata but no hard road closure yet",normal,0.92,0,1.2,06:00,07:00
EVT008428,2025-09-03,Chennai,Guindy,humid weather but service is honestly running smoothly at the moment minor slowdown only,normal,0.92,0,1.83,12:00,13:00
EVT001078,2025-07-01,Mumbai,Andheri,delivery status humid weather but service is honestly running smoothly protest talk is floating around in Mumbai but no hard road closure yet,normal,0.92,0,1.4,12:00,13:00
EVT010177,2025-12-16,Kolkata,Salt Lake,evening shift some dark clouds but no disruption so far at the moment,normal,0.92,0,0.26,18:00,19:00
EVT004364,2025-11-27,Kolkata,New Town,"delivery status traffic is moderate, weather is okay at the moment",normal,0.92,0,0.26,06:00,07:00
EVT012155,2025-11-23,Kolkata,Park Street,"Park Street side some dark clouds but no disruption so far at the moment very hot, still not enough to disrupt the shift",normal,0.92,0,0.62,18:00,19:00
EVT000771,2025-08-19,Bengaluru,Koramangala,imd note heat is there but still manageable on bike #chennai,normal,0.92,0,1.9,12:00,13:00
EVT010358,2025-11-01,Kolkata,Behala,Behala side heat is there but still manageable on bike around 0:00,normal,0.92,0,0.51,00:00,01:00
EVT012726,2025-10-24,Bengaluru,Koramangala,Koramangala side alert looked scary earlier but this stretch is clear now for this slot heard rain in another bengaluru area but not here,normal,0.92,0,0.97,06:00,07:00
EVT008866,2025-09-08,Bengaluru,Electronic City,delivery status people keep saying rain issue but this pocket is functioning for this slot #riderlife,normal,0.92,0,1.98,18:00,19:00
EVT000250,2025-08-26,Bengaluru,Electronic City,"imd note cloudy sky, no flooding reported in the area for this slot",normal,0.92,0,0.28,18:00,19:00
EVT014490,2025-09-04,Chennai,Guindy,customers are calling nonstop roads are filling up and riders are taking detours since 5 pm,heavy_rain,0.94,1,26.26,06:00,07:00
EVT009767,2025-12-04,Kolkata,Sealdah,"Sealdah side cloudy sky, no flooding reported in the area for this slot #delivery Kolkata warning looked scary but this pocket is honestly fine",normal,0.92,0,0.6,06:00,07:00
EVT007240,2025-11-12,Mumbai,Bandra,delivery status some dark clouds but no disruption so far for this slot,normal,0.92,0,2.03,00:00,01:00
EVT014431,2025-12-06,Mumbai,Andheri,"customers think the app is down but the main issue is outside, mumbai weather alert visibility is poor and bikes are slowing down please avoid low-lying lanes #chennai",heavy_rain,0.86,1,46.87,00:00,01:00
EVT003420,2025-07-25,Bengaluru,Rajajinagar,Rajajinagar side some dark clouds but no disruption so far for this slot heard rain in another bengaluru area but not here,normal,0.92,0,2.32,12:00,13:00
EVT010274,2025-07-21,Bengaluru,Yelahanka,"Yelahanka side people keep saying rain issue but this pocket is functioning right now #riderlife warning exists, ground reality here is mostly okay",normal,0.92,0,1.48,06:00,07:00
EVT010016,2025-09-11,Chennai,Guduvanchery,morning run humid weather but service is running smoothly at the moment,normal,0.92,0,2.11,00:00,01:00
EVT014909,2025-08-20,Chennai,T Nagar,ndma emergency advisory rescue vehicles visible and the rain has crossed normal heavy levels service outage risk is honestly high,extreme_rain,0.89,1,86.79,00:00,01:00
EVT004977,2025-10-13,Chennai,Kelambakkam,"delivery status only a light drizzle, nothing serious for deliveries around 12:00",normal,0.92,0,0.21,12:00,13:00
EVT004545,2025-10-07,Chennai,Anna Nagar,roads are moving fine and orders are normal at the moment protest talk is floating around in Chennai but no hard road closure yet,normal,0.92,0,1.79,06:00,07:00
EVT005566,2025-09-21,Kolkata,Park Street,"morning run only a light drizzle, nothing serious for deliveries for this slot",normal,0.92,0,0.3,12:00,13:00
EVT007940,2025-08-02,Bengaluru,BTM Layout,bengaluru ops update heat is there but still manageable on bike at the moment saw water in another bengaluru lane but here it is still rideable,normal,0.92,0,2.07,12:00,13:00
EVT000717,2025-09-15,Mumbai,Borivali,Borivali side humid weather but service is running smoothly around 6:00,normal,0.92,0,2.39,06:00,07:00
EVT014993,2025-09-28,Kolkata,New Town,red alert update roads are submerged and power cuts are being reported since 12 AM looks worse on ground than the alert text suggests,extreme_rain,0.91,1,96.29,00:00,01:00
EVT012339,2025-10-19,Kolkata,Esplanade,"imd note cloudy sky, no flooding reported in the area around 18:00 warning exists, ground reality here is mostly okay",normal,0.92,0,2.01,18:00,19:00
EVT002049,2025-08-15,Chennai,Anna Nagar,"morning run bandh rumours are false, shops are open for this slot #chennai heard rain in another chennai area but not here",normal,0.92,0,0.96,18:00,19:00
EVT005998,2025-11-26,Chennai,Perambur,"evening shift bandh rumours are false, shops are open",normal,0.92,0,2.3,18:00,19:00
EVT006601,2025-11-16,Mumbai,Ghatkopar,"delivery status traffic is moderate, weather is okay for this slot very hot, still not enough to disrupt the shift",normal,0.92,0,1.64,18:00,19:00
EVT007246,2025-08-19,Bengaluru,Koramangala,"traffic is moderate, weather is okay for this slot",normal,0.92,0,0.43,06:00,07:00
EVT013457,2025-11-25,Bengaluru,Indiranagar,"Indiranagar getting hit badly steady downpour, hard to complete orders since 5 pm",heavy_rain,0.94,1,20.82,06:00,07:00
EVT004179,2025-12-14,Kolkata,Behala,Behala side people keep saying rain issue but this pocket is functioning around 18:00 temperature is high though still workable saw water in another kolkata lane but here it is still rideable #riderlife,normal,0.92,0,1.06,18:00,19:00
EVT004810,2025-09-03,Mumbai,Chembur,"morning run cloudy sky, no flooding reported in the area right now",normal,0.92,0,1.97,18:00,19:00
EVT010917,2025-07-29,Bengaluru,Indiranagar,"evening shift only a light drizzle, nothing serious for deliveries for this slot heard rain in another bengaluru area but not here",normal,0.92,0,1.46,18:00,19:00
EVT014732,2025-11-10,Chennai,Velachery,"cyclonic rain, trees are down and delivery is honestly near impossible service outage risk is high this started like normal monsoon but escalated fast",extreme_rain,0.89,1,133.76,12:00,13:00
EVT007141,2025-12-19,Bengaluru,Jayanagar,"evening shift only a light drizzle, nothing serious for deliveries right now",normal,0.92,0,0.09,12:00,13:00
EVT007191,2025-11-01,Chennai,Siruseri,"only a light drizzle, nothing serious for deliveries for this slot protest talk is floating around in Chennai but no hard road closure yet #delivery",normal,0.92,0,0.79,06:00,07:00
EVT001461,2025-12-19,Bengaluru,Yelahanka,"morning run bandh rumours are false, shops are open around 12:00",normal,0.92,0,1.18,12:00,13:00
EVT005990,2025-11-08,Mumbai,Dadar,"mumbai ops update bandh rumours are false, shops are open for this slot #riderlife",normal,0.92,0,2.25,00:00,01:00
EVT009861,2025-08-28,Mumbai,Powai,imd note people keep saying rain issue but this pocket is functioning right now #delivery minor slowdown only saw water in another mumbai lane but here it is still rideable,normal,0.92,0,1.71,00:00,01:00
EVT010949,2025-12-08,Bengaluru,Indiranagar,"Indiranagar side only a light drizzle, nothing serious for deliveries around 0:00 heard rain in another bengaluru area but not here",normal,0.92,0,0.25,00:00,01:00
EVT002001,2025-07-01,Bengaluru,Rajajinagar,imd note roads are moving fine and orders are normal at the moment,normal,0.92,0,0.61,06:00,07:00
EVT012764,2025-10-11,Chennai,Adyar,"delivery status bandh rumours are false, shops are open for this slot",normal,0.92,0,2.3,06:00,07:00
EVT012806,2025-07-26,Kolkata,Garia,imd note people keep saying rain issue but this pocket is functioning at the moment Kolkata warning looked scary but this pocket is fine #riderlife protest talk is floating around in Kolkata but no hard road closure yet,normal,0.92,0,2.32,18:00,19:00
EVT008176,2025-07-04,Bengaluru,Marathahalli,"morning run cloudy sky, no flooding reported in the area at the moment",normal,0.92,0,0.68,00:00,01:00
EVT000405,2025-07-16,Mumbai,Dadar,imd note alert looked scary earlier but this stretch is clear now,normal,0.92,0,1.69,18:00,19:00
EVT000385,2025-10-01,Kolkata,Tollygunge,"Tollygunge side only a light drizzle, nothing serious for deliveries for this slot",normal,0.92,0,0.16,00:00,01:00
EVT015163,2025-09-03,Chennai,Potheri,"police diversion note autos, bikes and dark-store movement slowed because of protest action around 12 PM roads themselves are open in parts but movement is still choked",bandh,0.93,1,0.0,12:00,13:00
EVT015421,2025-12-07,Bengaluru,Jayanagar,the road surface itself feels hot enough to throw heat back at you deliveries are possible but exhausting,heat_wave,0.85,1,0.0,18:00,19:00
EVT010345,2025-08-10,Chennai,Chromepet,delivery status people keep saying rain issue but this pocket is functioning right now,normal,0.92,0,1.72,06:00,07:00
EVT001634,2025-10-14,Chennai,Velachery,"imd note only a light drizzle, nothing serious for deliveries around 18:00",normal,0.92,0,0.22,18:00,19:00
EVT014836,2025-09-10,Kolkata,Esplanade,field escalation the whole stretch looks washed out and two-wheelers are backing off in Esplanade,heavy_rain,0.66,1,134.07,18:00,19:00
EVT013773,2025-11-01,Bengaluru,Marathahalli,rider update roads are filling up and riders are taking detours #riderlife,heavy_rain,0.78,1,41.63,18:00,19:00
EVT004785,2025-10-15,Kolkata,New Town,imd note alert looked scary earlier but this stretch is clear now for this slot,normal,0.92,0,1.06,18:00,19:00
EVT014697,2025-12-15,Bengaluru,BTM Layout,"red alert update cyclonic rain, trees are down and delivery is near impossible since 12 AM some riders first thought it was only heavy rain",extreme_rain,0.95,1,99.05,00:00,01:00
EVT006971,2025-08-23,Kolkata,Salt Lake,evening shift alert looked scary earlier but this stretch is clear now for this slot #riderlife protest talk is floating around in Kolkata but no hard road closure yet,normal,0.92,0,1.78,00:00,01:00
EVT003926,2025-10-27,Mumbai,Borivali,roads are moving fine and orders are normal for this slot,normal,0.92,0,0.62,12:00,13:00
EVT013529,2025-07-04,Kolkata,Garia,"Garia getting hit badly steady downpour, hard to complete orders",heavy_rain,0.91,1,33.97,12:00,13:00
EVT004159,2025-11-20,Bengaluru,Indiranagar,bengaluru ops update humid weather but service is running smoothly at the moment Bengaluru warning looked scary but this pocket is fine,normal,0.92,0,1.78,18:00,19:00
EVT007450,2025-11-16,Kolkata,Behala,morning run heat is there but sitll manageable on bike,normal,0.92,0,0.09,00:00,01:00
EVT013141,2025-10-30,Kolkata,Salt Lake,"hard to tell if this becomes severe, kolkata weather alert surface water is honestly building and even short routes are stretching since 0 pm",heavy_rain,0.93,1,22.3,00:00,01:00
EVT014091,2025-09-25,Kolkata,Salt Lake,"customers think the app is down but the main issue is outside, rider update visibility is poor and bikes are slowing down orders are moving slower than usual #riderlife",heavy_rain,0.82,1,44.73,00:00,01:00
EVT014755,2025-08-01,Mumbai,Dadar,"water entering shops, this has turned severe very quickly stay indoors if possible",heavy_rain,0.46,1,146.38,06:00,07:00
EVT013551,2025-09-25,Bengaluru,Koramangala,Koramangala getting hit badly underpass is messy and delivery timing has slipped please avoid low-lying lanes,heavy_rain,0.93,1,40.46,00:00,01:00
EVT008416,2025-12-23,Bengaluru,Koramangala,"bengaluru ops update heat is there but still manageable on bike right now very hot, still not enough to disrupt the shift",normal,0.92,0,1.77,12:00,13:00
EVT002194,2025-12-20,Bengaluru,BTM Layout,"imd note bandh rumours are false, shops are open for this slot",normal,0.92,0,0.76,12:00,13:00
EVT011329,2025-12-12,Chennai,T Nagar,delivery status people keep saying rain issue but this pocket is functioning for this slot,normal,0.92,0,2.38,18:00,19:00
EVT012662,2025-11-14,Mumbai,Ghatkopar,morning run some dark clouds but no disruption so far right now,normal,0.92,0,0.9,00:00,01:00
EVT010017,2025-12-03,Bengaluru,Marathahalli,"imd note cloudy sky, no flooding reported in the area right now #chennai protest talk is floating around in Bengaluru but no hard road closure yet",normal,0.92,0,2.38,12:00,13:00
EVT001016,2025-12-16,Chennai,Anna Nagar,"Anna Nagar side traffic is moderate, weather is okay for this slot",normal,0.92,0,0.45,00:00,01:00
EVT005125,2025-11-24,Mumbai,Lower Parel,evening shift alert looked scary earlier but this stretch is clear now,normal,0.92,0,1.58,18:00,19:00
EVT013165,2025-12-17,Mumbai,Vashi,mumbai weather alert visibility is poor and bikes are slowing down please avoid low-lying lanes,heavy_rain,0.83,1,25.17,06:00,07:00
EVT007419,2025-10-11,Kolkata,Park Street,"Park Street side traffic is moderate, weather is okay for this slot temperature is high though still workable",normal,0.92,0,1.92,00:00,01:00
EVT007410,2025-12-25,Kolkata,Tollygunge,"delivery status bandh rumours are false, shops are open right now Kolkata warning looked scary but this pocket is fine",normal,0.92,0,1.92,06:00,07:00
EVT008990,2025-10-11,Chennai,Kathankulathur,heat is there but still manageable on bike around 18:00 #riderlife,normal,0.92,0,0.91,18:00,19:00
EVT002872,2025-11-22,Kolkata,Garia,Garia side alert looked scary earlier but this stretch is clear now for this slot #riderlife,normal,0.92,0,1.02,18:00,19:00
EVT000010,2025-07-28,Mumbai,Thane,"traffic is moderate, weather is okay around 0:00",normal,0.92,0,1.27,00:00,01:00
EVT010137,2025-12-02,Chennai,Kathankulathur,"delivery status traffic is moderate, weather is okay at the moment",normal,0.92,0,0.81,00:00,01:00
EVT001839,2025-09-01,Kolkata,Dum Dum,"heat is there but still manageable on bike at the omment #delivery very hot, still not enough to disrupt the shift",normal,0.92,0,1.85,00:00,01:00
EVT004805,2025-12-23,Kolkata,Behala,"evening shift cloudy sky, no flooding reported in the area right now",normal,0.92,0,0.85,12:00,13:00
EVT000256,2025-07-06,Mumbai,Chembur,morning run alert looked scary earlier but this stretch is honestly clear now right now,normal,0.92,0,1.28,12:00,13:00
EVT007027,2025-11-07,Chennai,Potheri,roads are moving fine and orders are normal at the moment,normal,0.92,0,2.12,06:00,07:00
EVT005714,2025-09-15,Kolkata,Sealdah,morning run heat is there but still manageable on bike at the moment,normal,0.92,0,0.3,06:00,07:00
EVT012678,2025-09-02,Bengaluru,Rajajinagar,"delivery status cloudy sky, no flooding reported in the area at the moment very hot, still not enough to disrupt the shift",normal,0.92,0,2.29,06:00,07:00
EVT003325,2025-08-13,Kolkata,Behala,imd note humid weather but service is honestly running smoothly,normal,0.92,0,0.55,18:00,19:00
EVT007715,2025-10-11,Chennai,Velachery,"morning run traffic is honestly moderate, weather is okay for this slot minor slowdown only #riderlife warning exists, ground reality here is mostly okay",normal,0.92,0,1.08,06:00,07:00
EVT001582,2025-08-11,Mumbai,Borivali,"imd note bandh rumours are false, shops are open #chennai Mumbai warning looked scary but this pocket is fine",normal,0.92,0,0.27,00:00,01:00
EVT011149,2025-07-27,Chennai,Guduvanchery,chennai ops update heat is there but still manageable on bike at the moment minor slowdown only protest talk is floating around in Chennai but no hard road closure yet,normal,0.92,0,1.23,00:00,01:00
EVT000925,2025-12-03,Kolkata,Sealdah,people keep saying rain issue but this pocket is functioning at the moment heard rain in another kolkata area but not here,normal,0.92,0,0.28,06:00,07:00
EVT002780,2025-07-30,Mumbai,Ghatkopar,people keep saying rain issue but this pocket is functioning at the moment,normal,0.92,0,0.66,06:00,07:00
EVT010701,2025-09-20,Chennai,Velachery,morning run alert looked scary earlier but this stretch is clear now at the moment minor slowdown only,normal,0.92,0,1.75,18:00,19:00
EVT007892,2025-10-09,Chennai,Kelambakkam,"evening shift only a light drizzle, nothing serious for deliveries at the moment",normal,0.92,0,2.35,12:00,13:00
EVT006133,2025-10-02,Chennai,Velachery,"Velachery side traffic is moderate, weather is okay at the moment minor slowdown only",normal,0.92,0,1.51,18:00,19:00
EVT013217,2025-09-22,Kolkata,Behala,customers are calling nonstop underpass is messy and delivery timing has slipped please avoid low-lying lanes,heavy_rain,0.81,1,35.78,06:00,07:00
EVT005321,2025-08-01,Kolkata,Garia,delivery status humid weather but service is running smoothly around 18:00,normal,0.92,0,0.27,18:00,19:00
EVT007313,2025-08-23,Kolkata,Sealdah,evening shift alert looked scary earlier but this stretch is clear now for this slot,normal,0.92,0,2.21,12:00,13:00
EVT007103,2025-07-30,Chennai,Chromepet,delivery status some dark clouds but no disruption so far right now,normal,0.92,0,1.34,06:00,07:00
EVT006043,2025-10-18,Kolkata,Park Street,"evening shift bandh rumours are false, shops are open minor slowdown only",normal,0.92,0,2.21,12:00,13:00
EVT003776,2025-07-31,Bengaluru,Yelahanka,"imd note traffic is honestly moderate, weather is okay for this slot saw water in another bengaluru lane but here it is still rideable",normal,0.92,0,1.04,00:00,01:00
EVT004836,2025-11-18,Chennai,Kathankulathur,"chennai ops update bandh rumours are false, shops are open at the moment",normal,0.92,0,0.44,18:00,19:00
EVT012329,2025-09-27,Mumbai,Bandra,roads are moving fine and orders are normal right now,normal,0.92,0,0.74,18:00,19:00
EVT004965,2025-09-28,Bengaluru,Koramangala,morning run alert looked scary earlier but this stretch is clear now for this slot,normal,0.92,0,1.82,12:00,13:00
EVT010972,2025-08-16,Bengaluru,HSR Layout,"imd note heat is honestly there but still manageable on bike very hot, still not enough to disrupt the shift #delivery",normal,0.92,0,0.09,00:00,01:00
EVT000540,2025-09-05,Chennai,Siruseri,evening shift alert looked scary earlier but this stretch is clear now for this slot,normal,0.92,0,1.09,06:00,07:00
EVT007484,2025-07-25,Bengaluru,Whitefield,morning run roads are moving fine and orders are normal right now,normal,0.92,0,0.46,00:00,01:00
